,nome,link,dicas,dica-link
0,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Documentário Timor Lorosae: O Massacre que o Mundo Não Viu,https://youtu.be/5bBbFiww2Uw
2,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Documentário Aguirre: a Coléra dos Deus,https://youtu.be/weuYp-XFxAo
3,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Petição contra o Desmonte do Espaço de Leitura do Parque da Água Branca,https://www.peticao.online/desmonte_do_espaco_de_leitura_do_parque_da_agua_branca
4,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Fronteiras Invisíveis do Futebol #74 – Camarões,https://xadrezverbal.com/2019/02/27/fronteiras-invisiveis-do-futebol-74-camaroes/
5,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Matéria No-deal Brexit: key points of Operation Yellowhammer report,https://www.theguardian.com/politics/2019/aug/18/no-deal-brexit-key-points-of-operation-yellowhammer-report
6,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Justiça nega pedido para impedir nomeação de Eduardo Bolsonaro para embaixador nos EUA, por Carolina Brígido",https://oglobo.globo.com/mundo/justica-nega-pedido-para-impedir-nomeacao-de-eduardo-bolsonaro-para-embaixador-nos-eua-23893874
7,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Mães brasileiras não conseguem registrar filho na França em nome das duas e expõem impasse no Itamaraty, de Juliana Gragnani",https://www.bbc.com/portuguese/brasil-49286329
8,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Estrangeiro já tirou R$19 bi da bolsa, por Juliana Machado e Lucas Hirata",https://www.valor.com.br/financas/6397335/estrangeiro-ja-tirou-r-19-bi-da-bolsa
9,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Família aguarda por candelariense retida nos Estados Unidos, por Luana Rodrigues",http://www.gaz.com.br/conteudos/regional/2019/08/20/152246-familia_aguarda_por_candelariense_retida_nos_estados_unidos.html.php
10,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Agromitômetro: licenciamento ambiental, do Observatório do Clima",http://www.observatoriodoclima.eco.br/agromitometro-licenciamento-ambiental/
11,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Documentário The National Parks: America’s Best Ideias,http://www.pbs.org/nationalparks/
12,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Coluna Pensando seriamente o planeta, por João Pereira Coutinho",https://www1.folha.uol.com.br/colunas/joaopereiracoutinho/2019/08/pensando-seriamente-o-planeta.shtml
13,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Matéria Roraima exporta 194 kg de ouro à Índia sem ter nenhuma mina operando legalmente, por João Fellet",https://www.bbc.com/portuguese/internacional-48534473
14,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Coluna G7 e o desejo de Macron de ser um grande interlocutor internacional,https://www.gazetadopovo.com.br/vozes/filipe-figueiredo/g7-e-o-desejo-de-macron-de-ser-um-grande-interlocutor-internacional/
15,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,Podcast Conexão Sudaca,http://www.central3.com.br/category/podcasts/conexao-sudaca/
16,"Xadrez Verbal Podcast #201 – Amazônia, América Latina e Europa",https://xadrezverbal.com/2019/08/24/xadrez-verbal-podcast-201-amazonia-america-latina-e-europa/,"Música de Encerramento Aluga-se, com Raul Seixas",https://youtu.be/d3iI-ktX2WI
0,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Filme Easy Rider,https://www.imdb.com/title/tt0064276/
2,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Filme 12 Homens e Uma Sentença (1957),https://www.imdb.com/title/tt0050083/
3,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Filme 12 Homens e Uma Sentença (1997),https://www.imdb.com/title/tt0118528
4,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Filmografia do Henry Fonda,https://www.imdb.com/name/nm0000020/
5,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Livro Caricatura dos Tempos, de Belmonte",https://digital.bbm.usp.br/handle/bbm/2001
6,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Livro Matar para não morrer, de Mary Del Priore",https://www.companhiadasletras.com.br/detalhe.php?codigo=27000272
7,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Matéria Histórias Incríveis: tiro de Euclides da Cunha desgraçou jogador do Bota, de Alexandre Alliatti",http://globoesporte.globo.com/bau-do-esporte/noticia/2012/11/historias-incriveis-tiro-de-euclides-da-cunha-desgracou-jogador-do-bota.html
8,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Coluna Eleições na Rússia: por que o maior antagonista do ocidente continuará no poder,https://xadrezverbal.com/2018/03/13/eleicoes-na-russia-por-que-o-maior-antagonista-do-ocidente-continuara-no-poder/
9,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Texto As eleições na Argentina: La Pelota Se Mancha, por Matias Pinto",https://xadrezverbal.com/2015/10/27/as-eleicoes-na-argentina-la-pelota-se-mancha/
10,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Fronteiras Invisíveis do Futebol #56 – 13 de maio,https://xadrezverbal.com/2018/05/23/fronteiras-invisiveis-do-futebol-56-13-de-maio/
11,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Institute of African Studies,http://www.ias.emory.edu/home/
12,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,Coluna O quebra-cabeças do poder na Itália e uma estratégia contra Salvini,https://www.gazetadopovo.com.br/vozes/filipe-figueiredo/o-quebra-cabecas-do-poder-na-italia-e-uma-estrategia-contra-salvini/
13,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Entrevista “Agora é preciso salvar a Itália; depois, nos dividiremos”, com Matteo Renzi",https://brasil.elpais.com/brasil/2019/08/14/internacional/1565808809_818129.html
14,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Coluna A falta que faz um chanceler, de Elio Gaspari",https://www1.folha.uol.com.br/colunas/eliogaspari/2019/08/a-falta-que-faz-um-chanceler.shtml
15,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Matéria Envolvido no “Itaipu Gate” abriu offshore no Panamá às vésperas da eleição, por Lúcio de Castro",http://agenciasportlight.com.br/index.php/2019/08/15/exclusivo-envolvido-no-itaipu-gate-abriu-offshore-no-panama-as-vesperas-da-eleicao-suplente-do-psl-retirou-participacao-em-empresa-de-energia-10-dias-depois-da-filiacao-e/
16,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Matéria Egípcio procurado pelo FBI é perseguido político e irá à PF, diz advogado, por Flávia Mantovani",https://www1.folha.uol.com.br/mundo/2019/08/egipcio-procurado-pelo-fbi-e-perseguido-politico-e-ira-a-pf-diz-advogado.shtml
17,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Mapa da pesquisa sobre embaixadores dos Estados Unidos, de Carlos Gustavo Poggio (Twitter)",https://www.facebook.com/photo.php?fbid=10156678522818251&set=a.378771693250
18,"Xadrez Verbal Podcast #200 – Argentina, Coreia e Europa",https://xadrezverbal.com/2019/08/17/xadrez-verbal-podcast-200-argentina-coreia-e-europa/,"Música de Encerramento Rock and Roll, com Skid Row, Mötley Cre, Zakk Wylde e Jason Bohnam no Moscow Music Peace Festival (1989)",https://twitter.com/cgpoggio/status/1162124566241693696
0,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Documentário Woodstock: 3 dias de paz, amor e música",https://www.imdb.com/title/tt0066580
2,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Livro Enterrem meu coração na curva do rio, de Dee Brown",https://www.lpm.com.br/site/default.asp?Template=../livros/layout_produto.asp&CategoriaID=527090&ID=935271
3,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Nerdcast 686 – Chernobyl: ciência, política e catástrofe",https://jovemnerd.com.br/nerdcast/chernobyl-ciencia-politica-e-catastrofe
4,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Xadrez Verbal #195 – Radiação submarina, Grécia e Brasil",https://xadrezverbal.com/2019/07/13/xadrez-verbal-podcast-195-radiacao-submarina-grecia-e-brasil/
5,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,Fronteiras Invisíveis do Futebol #40 – Índia,https://xadrezverbal.com/2017/08/17/fronteiras-invisiveis-do-futebol-40-india/
6,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Coluna Os chavões sobre democracias, armas de fogo e homicídios pelo mundo",https://www.gazetadopovo.com.br/vozes/filipe-figueiredo/chavoes-democracias-armas-homicidios-no-mundo/
7,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,Xeque do Xadrez Verbal #198 sobre Itaipu,https://youtu.be/GKB3YE6hnAA
8,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,Matéria Mensagens revelam que presidente do Paraguai sabia de termos prejudiciais de acordo de Itaipu,https://www1.folha.uol.com.br/mundo/2019/08/mensagens-revelam-que-presidente-do-paraguai-sabia-de-termos-prejudiciais-de-acordo-de-itaipu.shtml
9,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Requerimento da Comissão de Relações Exteriores e Defesa Nacional n° 52, de 2019, de Jaques Wagner",https://www25.senado.leg.br/web/atividade/materias/-/materia/137993
10,"Xadrez Verbal Podcast #199 – Caxemira, Itaipu e EUA – Pacífico",https://xadrezverbal.com/2019/08/10/xadrez-verbal-podcast-199-caxemira-itaipu-e-eua-pacifico/,"Música de Encerramento Take Me Back to the Sweet Sunny South, com Joan Baez",https://youtu.be/q3qT7ndXO-w
0,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Livro A função educativa dos museus, de Bertha Lutz",https://www.amazon.com.br/fun%C3%A7%C3%A3o-educativa-dos-museus-33/dp/8575430823
2,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Documentário Bertha Lutz e o Feminismo no Brasil,https://tvescola.org.br/videos/educadores-bertha-lutz/
3,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Nerdologia História Mulheres cientistas na História,https://youtu.be/WWvIQJg4SCM
4,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Livro É isto um homem?, de Primo Levy",https://www.rocco.com.br/livro/?cod=1969
5,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Filme A Batalha da Grã-Bretanha,https://www.imdb.com/title/tt0064072/
6,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Entrevista Políticos usam caricaturas da globalização para ludibriar eleitores, diz ex-diretor do Banco Mundial (Homi Kharas), de Fernando Canzian",https://www1.folha.uol.com.br/mundo/2019/07/politicos-usam-caricaturas-da-globalizacao-para-ludibriar-eleitores-diz-ex-chefe-do-banco-mundial.shtml
7,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Fronteiras Invisíveis do Futebol #78 – Paraguai,https://xadrezverbal.com/2019/05/08/fronteiras-invisiveis-do-futebol-78-paraguai/
8,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Matéria A disputa em Itaipu que quase levou a impeachment no Paraguai e preocupa o governo Bolsonaro, de Mariana Schreiber",https://www.bbc.com/portuguese/brasil-49201623
9,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Nota do Itamaraty sobre a Situação no Paraguai,http://www.itamaraty.gov.br/pt-BR/notas-a-imprensa/20688-situacao-no-paraguai-2
10,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Matéria Governo brasileiro participa de reunião com negacionistas do clima, de Patrícia Campos Mello",https://www1.folha.uol.com.br/ambiente/2019/07/governo-brasileiro-participa-de-reuniao-com-negacionistas-do-clima.shtml
11,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Coluna O que o Brasil ganha ao se tornar um importante aliado dos EUA,https://www.gazetadopovo.com.br/vozes/filipe-figueiredo/o-que-o-brasil-ganha-ao-ser-aliado-nao-otan/
12,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Matéria Itamaraty veta livro com prefácio escrito por desafeto de Ernesto Araújo, de Patrícia Campos Mello",https://www1.folha.uol.com.br/mundo/2019/08/itamaraty-se-recusa-a-publicar-livro-com-prefacio-escrito-por-desafeto-de-ernesto-araujo.shtml
13,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,Coluna Em Razão do Sexo de Monica de Bolle,"https://economia.estadao.com.br/noticias/geral,em-razao-do-sexo,70002888126"
14,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Série Desigualdade Global, da Folha",https://temas.folha.uol.com.br/desigualdade-global/
15,"Xadrez Verbal Podcast #198 – Paraguai, Brexit e EUA-China",https://xadrezverbal.com/2019/08/03/xadrez-verbal-podcast-198-paraguai-brexit-e-eua-china/,"Música de Encerramento Vozes da Seca, com Luiz Gonzaga",https://youtu.be/lpWN44up23w
0,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme Louca Paixão,https://www.imdb.com/title/tt0070842/
2,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme Soldado de Laranja,https://www.imdb.com/title/tt0076734
3,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme Blade Runner (versão do diretor),https://www.imdb.com/title/tt0083658
4,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme O Feitiço de Áquila,https://www.imdb.com/title/tt0089457
5,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme Fuga de Sobibor,https://www.imdb.com/title/tt0092978
6,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Filme Batman Begins,https://www.imdb.com/title/tt0372784
7,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,"Livro Escritos Macheteros, de Filiberto Ojedo Ríos",http://www.elperroylarana.gob.ve/libros/escritos-macheteros/
8,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Fronteiras Invisíveis do Futebol #80 – Venezuela,https://xadrezverbal.com/2019/06/06/fronteiras-invisiveis-do-futebol-80-venezuela/
9,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Fronteiras Invisíveis do Futebol #60 – Chile,https://xadrezverbal.com/2018/10/03/fronteiras-invisiveis-do-futebol-66-chile/
10,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Fronteiras Invisíveis do Futebol #69 – México – Parte 1,https://xadrezverbal.com/2018/11/14/fronteiras-invisiveis-do-futebol-69-mexico-parte-i/
11,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Fronteiras Invisíveis do Futebol #69 – México – Parte 2,https://xadrezverbal.com/2018/11/28/fronteiras-invisiveis-do-futebol-70-mexico-parte-ii/
12,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Fronteiras Invisíveis do Futebol #48 – Panamá,https://xadrezverbal.com/2018/01/24/fronteiras-invisiveis-do-futebol-48-panama/
13,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,Coluna Brasileiros e o mito de Pinochet,https://www.gazetadopovo.com.br/vozes/filipe-figueiredo/brasileiros-e-o-mito-de-pinochet/
14,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,"Matéria Só serei premiê quando encontrarem Elvis em Marte, disse Boris Johnson; veja outras de suas frases, de Ruby Mellen",https://www1.folha.uol.com.br/mundo/2019/07/so-serei-premie-quando-encontrarem-elvis-em-marte-disse-boris-johnson-veja-outras-de-suas-frases.shtml
15,"Xadrez Verbal Podcast #197 – Porto Rico, Ásia e Europa",https://xadrezverbal.com/2019/07/27/xadrez-verbal-podcast-197-porto-rico-asia-e-europa/,"Música de Encerramento Almost Like Praying, com Lin-Manuel Miranda e o coletivo Artists for Puerto Rico",https://youtu.be/D1IBXE2G6zw
0,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Site da Editora Contexto,https://editoracontexto.com.br
1,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Filme Inimigos Públicos,https://www.imdb.com/title/tt1152836/
2,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,"Livro O Brasil no campo de futebol: estudos antropológicos sobre os significados do futebol brasileiro, de Simoni Lahud Guedes",https://www.estantevirtual.com.br/livros/simoni-lahud-guedes/o-brasil-no-campo-de-futebol/3675787919
3,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,"Livro Argentina, Israel y Los Judios, de Rein Raanan",https://www.amazon.com/Argentina-Israel-Y-Los-Judios/dp/9876030264
4,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Filme Casal Improvável,https://www.imdb.com/title/tt2139881/
5,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Nerdologia Criminosos Bonnie e Clyde e a Grande Depressão,https://youtu.be/AT-OCrhwq9M
6,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Fronteiras Invisíveis do Futebol #21 – Rio Grande do Sul,https://xadrezverbal.com/2016/09/14/fronteiras-invisiveis-do-futebol-21-rio-grande-do-sul/
7,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Documentos da 54ª Cúpula do MERCOSUL,https://www.mercosur.int/pt-br/54a-cupula-do-mercosul-documentos
8,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Xadrez Verbal Especial – Acordo MERCOSUL-UE – Parte 1,https://xadrezverbal.com/2019/07/10/xadrez-verbal-podcast-especial-acordo-mercosul-ue-parte-1
9,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Xadrez Verbal Especial – Acordo MERCOSUL-UE – Parte 2,https://xadrezverbal.com/2019/07/15/xadrez-verbal-podcast-especial-acordo-mercosul-ue-parte-2/
10,"Xadrez Verbal Podcast #196 – Oriente Médio, Ásia e MERCOSUL",https://xadrezverbal.com/2019/07/20/xadrez-verbal-podcast-196-oriente-medio-asia-e-mercosul/,Matéria Bolsonaro deixa presidentes sem reação com provocações e gafes em discurso na Cúpula do Mercosul,http://m.br.rfi.fr/americas/20190718-bolsonaro-deixa-presidentes-sem-reacao-com-provocacoes-e-gafes-em-discurso-na-cupu
